Loan_ID,Issue_Date,Loan_Amount,Total_Received,Region,Loan_Status,Loan_Category,Amount_Category,Month_Year
LN-1246,2023-06-29 18:14:03.243243242,35000,32764.12919520731,East,Fully Paid,Good Loan,High,2023-06
LN-1247,2023-06-30 11:46:18.378378378,25000,20180.636408228766,East,Fully Paid,Good Loan,High,2023-06
LN-1248,2023-07-01 05:18:33.513513512,15000,14244.893447094804,North,Fully Paid,Good Loan,Medium,2023-07
LN-1249,2023-07-01 22:50:48.648648648,20000,17275.293217529925,West,Fully Paid,Good Loan,Medium,2023-07
LN-1250,2023-07-02 16:23:03.783783784,20000,18416.377446815844,Central,Charged Off,Bad Loan,Medium,2023-07
LN-1251,2023-07-03 09:55:18.918918918,15000,13116.7591748119,Central,Fully Paid,Good Loan,Medium,2023-07
LN-1252,2023-07-04 03:27:34.054054054,20000,16355.726076335342,South,Fully Paid,Good Loan,Medium,2023-07
LN-1253,2023-07-04 20:59:49.189189188,15000,16190.719841772941,South,Fully Paid,Good Loan,Medium,2023-07
LN-1254,2023-07-05 14:32:04.324324324,10000,10054.423176639044,Central,Fully Paid,Good Loan,Low,2023-07
LN-1255,2023-07-06 08:04:19.459459458,15000,11340.679054598715,Central,Fully Paid,Good Loan,Medium,2023-07
LN-1256,2023-07-07 01:36:34.594594594,15000,15710.807855387477,West,Fully Paid,Good Loan,Medium,2023-07
LN-1257,2023-07-07 19:08:49.729729730,20000,17899.44958599611,East,Fully Paid,Good Loan,Medium,2023-07
LN-1258,2023-07-08 12:41:04.864864864,20000,21156.41781515273,South,Fully Paid,Good Loan,Medium,2023-07
LN-1259,2023-07-09 06:13:20.000000000,5000,5099.710511894631,East,Current,Good Loan,Low,2023-07
LN-1260,2023-07-09 23:45:35.135135134,5000,4350.427008938466,West,Fully Paid,Good Loan,Low,2023-07
LN-1261,2023-07-10 17:17:50.270270270,10000,7089.877233280469,Central,Fully Paid,Good Loan,Low,2023-07
LN-1262,2023-07-11 10:50:05.405405404,5000,4037.3547187698923,East,Fully Paid,Good Loan,Low,2023-07
LN-1263,2023-07-12 04:22:20.540540540,15000,13749.805287965202,Central,Fully Paid,Good Loan,Medium,2023-07
LN-1264,2023-07-12 21:54:35.675675676,20000,19067.82575860918,Central,Current,Good Loan,Medium,2023-07
LN-1265,2023-07-13 15:26:50.810810810,5000,4015.7753708664045,North,Fully Paid,Good Loan,Low,2023-07
LN-1266,2023-07-14 08:59:05.945945946,5000,3778.7121481456484,East,Charged Off,Bad Loan,Low,2023-07
LN-1267,2023-07-15 02:31:21.081081080,10000,10339.720947197198,East,Current,Good Loan,Low,2023-07
LN-1268,2023-07-15 20:03:36.216216216,35000,38281.63052984973,Central,Fully Paid,Good Loan,High,2023-07
LN-1269,2023-07-16 13:35:51.351351350,10000,9102.760729210744,West,Current,Good Loan,Low,2023-07
LN-1270,2023-07-17 07:08:06.486486486,15000,11530.07571508982,North,Fully Paid,Good Loan,Medium,2023-07
LN-1271,2023-07-18 00:40:21.621621620,20000,16178.458612154951,Central,Fully Paid,Good Loan,Medium,2023-07
LN-1272,2023-07-18 18:12:36.756756756,10000,7073.562706189867,South,Fully Paid,Good Loan,Low,2023-07
LN-1273,2023-07-19 11:44:51.891891892,5000,5328.597613120998,South,Fully Paid,Good Loan,Low,2023-07
LN-1274,2023-07-20 05:17:07.027027026,20000,14942.008663121129,North,Charged Off,Bad Loan,Medium,2023-07
LN-1275,2023-07-20 22:49:22.162162162,20000,18612.13180411403,West,Current,Good Loan,Medium,2023-07
LN-1276,2023-07-21 16:21:37.297297296,5000,4048.110441374412,Central,Charged Off,Bad Loan,Low,2023-07
LN-1277,2023-07-22 09:53:52.432432432,10000,9216.712010063175,East,Fully Paid,Good Loan,Low,2023-07
LN-1278,2023-07-23 03:26:07.567567566,5000,4802.840776703729,North,Fully Paid,Good Loan,Low,2023-07
LN-1279,2023-07-23 20:58:22.702702702,35000,36116.38525190082,West,Fully Paid,Good Loan,High,2023-07
LN-1280,2023-07-24 14:30:37.837837838,20000,15651.370174084826,East,Current,Good Loan,Medium,2023-07
LN-1281,2023-07-25 08:02:52.972972972,25000,17609.958286584802,South,Fully Paid,Good Loan,High,2023-07
LN-1282,2023-07-26 01:35:08.108108108,25000,18868.856300688072,South,Charged Off,Bad Loan,High,2023-07
LN-1283,2023-07-26 19:07:23.243243242,15000,15900.111851088632,East,Fully Paid,Good Loan,Medium,2023-07
LN-1284,2023-07-27 12:39:38.378378378,5000,5247.78015512503,North,Fully Paid,Good Loan,Low,2023-07
LN-1285,2023-07-28 06:11:53.513513512,5000,4694.826204340617,South,Current,Good Loan,Low,2023-07
LN-1286,2023-07-28 23:44:08.648648648,15000,14103.10116260192,Central,Fully Paid,Good Loan,Medium,2023-07
LN-1287,2023-07-29 17:16:23.783783784,15000,14490.220047277533,East,Fully Paid,Good Loan,Medium,2023-07
LN-1288,2023-07-30 10:48:38.918918920,15000,11552.227671740697,East,Current,Good Loan,Medium,2023-07
LN-1289,2023-07-31 04:20:54.054054052,20000,21315.29556739968,South,Fully Paid,Good Loan,Medium,2023-07
LN-1290,2023-07-31 21:53:09.189189188,35000,30362.787348489022,North,Current,Good Loan,High,2023-07
LN-1291,2023-08-01 15:25:24.324324324,5000,4266.277056498995,Central,Fully Paid,Good Loan,Low,2023-08
LN-1292,2023-08-02 08:57:39.459459460,20000,18151.341642262698,North,Charged Off,Bad Loan,Medium,2023-08
LN-1293,2023-08-03 02:29:54.594594592,15000,10781.795800650329,West,Current,Good Loan,Medium,2023-08
LN-1294,2023-08-03 20:02:09.729729728,5000,3832.5667375121584,West,Fully Paid,Good Loan,Low,2023-08
LN-1295,2023-08-04 13:34:24.864864864,20000,19904.268931410963,South,Fully Paid,Good Loan,Medium,2023-08
LN-1296,2023-08-05 07:06:40.000000000,35000,25659.181350951767,South,Charged Off,Bad Loan,High,2023-08
LN-1297,2023-08-06 00:38:55.135135136,20000,18825.216875731105,South,Fully Paid,Good Loan,Medium,2023-08
LN-1298,2023-08-06 18:11:10.270270268,35000,27934.88753553849,West,Charged Off,Bad Loan,High,2023-08
LN-1299,2023-08-07 11:43:25.405405404,15000,12835.77368425186,North,Fully Paid,Good Loan,Medium,2023-08
LN-1300,2023-08-08 05:15:40.540540540,35000,28541.7123147898,North,Fully Paid,Good Loan,High,2023-08
LN-1301,2023-08-08 22:47:55.675675676,5000,4211.345432929898,South,Current,Good Loan,Low,2023-08
LN-1302,2023-08-09 16:20:10.810810812,15000,14814.275431105474,Central,Charged Off,Bad Loan,Medium,2023-08
LN-1303,2023-08-10 09:52:25.945945944,5000,4094.24343124635,North,Fully Paid,Good Loan,Low,2023-08
LN-1304,2023-08-11 03:24:41.081081080,25000,23164.046402968976,West,Current,Good Loan,High,2023-08
LN-1305,2023-08-11 20:56:56.216216216,10000,8904.201608796398,East,Fully Paid,Good Loan,Low,2023-08
LN-1306,2023-08-12 14:29:11.351351352,35000,33791.39631507708,East,Fully Paid,Good Loan,High,2023-08
LN-1307,2023-08-13 08:01:26.486486484,10000,10747.318957299032,East,Current,Good Loan,Low,2023-08
LN-1308,2023-08-14 01:33:41.621621620,10000,9930.288388841002,Central,Current,Good Loan,Low,2023-08
LN-1309,2023-08-14 19:05:56.756756756,35000,27509.165300270597,South,Charged Off,Bad Loan,High,2023-08
LN-1310,2023-08-15 12:38:11.891891892,15000,10687.098810367706,West,Fully Paid,Good Loan,Medium,2023-08
LN-1311,2023-08-16 06:10:27.027027028,25000,20122.64044299825,Central,Fully Paid,Good Loan,High,2023-08
LN-1312,2023-08-16 23:42:42.162162160,5000,4690.15586140051,West,Fully Paid,Good Loan,Low,2023-08
LN-1313,2023-08-17 17:14:57.297297296,20000,14411.406507874002,West,Fully Paid,Good Loan,Medium,2023-08
LN-1314,2023-08-18 10:47:12.432432432,5000,4492.732494402473,South,Fully Paid,Good Loan,Low,2023-08
LN-1315,2023-08-19 04:19:27.567567568,20000,18774.742791335117,East,Current,Good Loan,Medium,2023-08
LN-1316,2023-08-19 21:51:42.702702700,5000,4168.487781633921,South,Fully Paid,Good Loan,Low,2023-08
LN-1317,2023-08-20 15:23:57.837837836,35000,35292.77085244151,Central,Charged Off,Bad Loan,High,2023-08
LN-1318,2023-08-21 08:56:12.972972972,25000,18565.982531337715,Central,Charged Off,Bad Loan,High,2023-08
LN-1319,2023-08-22 02:28:28.108108108,20000,14601.102253886469,Central,Fully Paid,Good Loan,Medium,2023-08
LN-1320,2023-08-22 20:00:43.243243244,15000,14869.132537221622,South,Charged Off,Bad Loan,Medium,2023-08
LN-1321,2023-08-23 13:32:58.378378376,5000,4490.982632412397,West,Current,Good Loan,Low,2023-08
LN-1322,2023-08-24 07:05:13.513513512,5000,4876.804792855472,West,Fully Paid,Good Loan,Low,2023-08
LN-1323,2023-08-25 00:37:28.648648648,20000,17478.61870882997,North,Fully Paid,Good Loan,Medium,2023-08
LN-1324,2023-08-25 18:09:43.783783784,15000,11978.412199434642,Central,Fully Paid,Good Loan,Medium,2023-08
LN-1325,2023-08-26 11:41:58.918918920,15000,15414.6139060452,West,Fully Paid,Good Loan,Medium,2023-08
LN-1326,2023-08-27 05:14:14.054054052,35000,35691.82230556571,North,Charged Off,Bad Loan,High,2023-08
LN-1327,2023-08-27 22:46:29.189189188,35000,34225.75059196198,West,Fully Paid,Good Loan,High,2023-08
LN-1328,2023-08-28 16:18:44.324324324,35000,28310.031921219477,Central,Charged Off,Bad Loan,High,2023-08
LN-1329,2023-08-29 09:50:59.459459460,35000,32763.22933616722,East,Current,Good Loan,High,2023-08
LN-1330,2023-08-30 03:23:14.594594592,35000,29553.634557160374,Central,Fully Paid,Good Loan,High,2023-08
LN-1331,2023-08-30 20:55:29.729729728,35000,25782.14902657288,South,Charged Off,Bad Loan,High,2023-08
LN-1332,2023-08-31 14:27:44.864864864,25000,26673.135754622428,West,Fully Paid,Good Loan,High,2023-08
LN-1333,2023-09-01 08:00:00.000000000,15000,11320.911785513768,West,Fully Paid,Good Loan,Medium,2023-09
LN-1334,2023-09-02 01:32:15.135135136,35000,37803.32295349123,South,Current,Good Loan,High,2023-09
LN-1335,2023-09-02 19:04:30.270270268,15000,13176.034637747734,South,Fully Paid,Good Loan,Medium,2023-09
LN-1336,2023-09-03 12:36:45.405405404,15000,11610.797573031718,East,Fully Paid,Good Loan,Medium,2023-09
LN-1337,2023-09-04 06:09:00.540540540,10000,9167.603789513434,West,Fully Paid,Good Loan,Low,2023-09
LN-1338,2023-09-04 23:41:15.675675676,25000,26229.458358764085,West,Fully Paid,Good Loan,High,2023-09
LN-1339,2023-09-05 17:13:30.810810812,35000,34751.14840973386,East,Charged Off,Bad Loan,High,2023-09
LN-1340,2023-09-06 10:45:45.945945944,5000,5113.122295722899,North,Fully Paid,Good Loan,Low,2023-09
LN-1341,2023-09-07 04:18:01.081081080,20000,19270.26693368574,East,Fully Paid,Good Loan,Medium,2023-09
LN-1342,2023-09-07 21:50:16.216216216,5000,4884.553129035705,Central,Fully Paid,Good Loan,Low,2023-09
LN-1343,2023-09-08 15:22:31.351351352,25000,25991.956515653193,West,Charged Off,Bad Loan,High,2023-09
LN-1344,2023-09-09 08:54:46.486486484,20000,15997.344070873487,South,Fully Paid,Good Loan,Medium,2023-09
LN-1345,2023-09-10 02:27:01.621621620,25000,22394.249636431407,Central,Fully Paid,Good Loan,High,2023-09
LN-1346,2023-09-10 19:59:16.756756756,15000,11827.256650917612,West,Fully Paid,Good Loan,Medium,2023-09
LN-1347,2023-09-11 13:31:31.891891892,20000,21901.34406397318,East,Fully Paid,Good Loan,Medium,2023-09
LN-1348,2023-09-12 07:03:47.027027028,15000,16164.356038119682,Central,Current,Good Loan,Medium,2023-09
LN-1349,2023-09-13 00:36:02.162162160,5000,3578.8536227370114,West,Current,Good Loan,Low,2023-09
LN-1350,2023-09-13 18:08:17.297297296,5000,4911.150345031377,North,Fully Paid,Good Loan,Low,2023-09
LN-1351,2023-09-14 11:40:32.432432432,20000,21401.986539325328,North,Current,Good Loan,Medium,2023-09
LN-1352,2023-09-15 05:12:47.567567568,20000,15444.602761018668,South,Fully Paid,Good Loan,Medium,2023-09
LN-1353,2023-09-15 22:45:02.702702700,35000,32451.233227736815,West,Charged Off,Bad Loan,High,2023-09
LN-1354,2023-09-16 16:17:17.837837836,25000,26654.882975880424,North,Charged Off,Bad Loan,High,2023-09
LN-1355,2023-09-17 09:49:32.972972972,35000,24975.24370020118,East,Fully Paid,Good Loan,High,2023-09
LN-1356,2023-09-18 03:21:48.108108108,25000,24474.2026724684,West,Charged Off,Bad Loan,High,2023-09
LN-1357,2023-09-18 20:54:03.243243244,35000,28662.88610321571,East,Current,Good Loan,High,2023-09
LN-1358,2023-09-19 14:26:18.378378376,15000,16046.377172259183,East,Fully Paid,Good Loan,Medium,2023-09
LN-1359,2023-09-20 07:58:33.513513512,20000,21768.465961322945,North,Fully Paid,Good Loan,Medium,2023-09
LN-1360,2023-09-21 01:30:48.648648648,5000,5388.532978226867,West,Fully Paid,Good Loan,Low,2023-09
LN-1361,2023-09-21 19:03:03.783783784,25000,22242.14216657464,Central,Current,Good Loan,High,2023-09
LN-1362,2023-09-22 12:35:18.918918920,25000,26120.426509893136,North,Charged Off,Bad Loan,High,2023-09
LN-1363,2023-09-23 06:07:34.054054052,5000,5189.098797070141,North,Current,Good Loan,Low,2023-09
LN-1364,2023-09-23 23:39:49.189189188,35000,28967.406625405576,West,Charged Off,Bad Loan,High,2023-09
LN-1365,2023-09-24 17:12:04.324324324,25000,25789.154741506776,West,Fully Paid,Good Loan,High,2023-09
LN-1366,2023-09-25 10:44:19.459459460,15000,10722.045808292956,East,Current,Good Loan,Medium,2023-09
LN-1367,2023-09-26 04:16:34.594594592,20000,18770.159027856425,West,Current,Good Loan,Medium,2023-09
LN-1368,2023-09-26 21:48:49.729729728,5000,3960.017674575406,East,Fully Paid,Good Loan,Low,2023-09
LN-1369,2023-09-27 15:21:04.864864864,20000,14964.53508621823,North,Fully Paid,Good Loan,Medium,2023-09
LN-1370,2023-09-28 08:53:20.000000000,25000,18269.53201629209,South,Current,Good Loan,High,2023-09
LN-1371,2023-09-29 02:25:35.135135136,25000,24462.8877587814,Central,Fully Paid,Good Loan,High,2023-09
LN-1372,2023-09-29 19:57:50.270270268,5000,4179.749927536132,North,Current,Good Loan,Low,2023-09
LN-1373,2023-09-30 13:30:05.405405404,15000,14848.60062917257,West,Fully Paid,Good Loan,Medium,2023-09
LN-1374,2023-10-01 07:02:20.540540540,10000,7261.425363195769,Central,Fully Paid,Good Loan,Low,2023-10
LN-1375,2023-10-02 00:34:35.675675676,5000,4130.580675661221,South,Current,Good Loan,Low,2023-10
LN-1376,2023-10-02 18:06:50.810810808,10000,9157.965169501349,South,Fully Paid,Good Loan,Low,2023-10
LN-1377,2023-10-03 11:39:05.945945944,35000,35570.12430774549,East,Fully Paid,Good Loan,High,2023-10
LN-1378,2023-10-04 05:11:21.081081080,10000,8275.01001172828,Central,Fully Paid,Good Loan,Low,2023-10
LN-1379,2023-10-04 22:43:36.216216216,15000,14255.348258622056,East,Charged Off,Bad Loan,Medium,2023-10
LN-1380,2023-10-05 16:15:51.351351352,35000,36903.688475306626,North,Fully Paid,Good Loan,High,2023-10
LN-1381,2023-10-06 09:48:06.486486484,10000,9463.45275272922,Central,Charged Off,Bad Loan,Low,2023-10
LN-1382,2023-10-07 03:20:21.621621620,35000,27761.432646550875,North,Fully Paid,Good Loan,High,2023-10
LN-1383,2023-10-07 20:52:36.756756756,10000,7097.603126226152,East,Charged Off,Bad Loan,Low,2023-10
LN-1384,2023-10-08 14:24:51.891891892,15000,15720.593243405581,Central,Charged Off,Bad Loan,Medium,2023-10
LN-1385,2023-10-09 07:57:07.027027028,10000,7085.077643401548,East,Fully Paid,Good Loan,Low,2023-10
LN-1386,2023-10-10 01:29:22.162162160,10000,10498.8066907368,Central,Fully Paid,Good Loan,Low,2023-10
LN-1387,2023-10-10 19:01:37.297297296,10000,9115.74853610885,East,Fully Paid,Good Loan,Low,2023-10
LN-1388,2023-10-11 12:33:52.432432432,5000,5378.135397025792,South,Fully Paid,Good Loan,Low,2023-10
LN-1389,2023-10-12 06:06:07.567567568,5000,5097.566471547331,East,Fully Paid,Good Loan,Low,2023-10
LN-1390,2023-10-12 23:38:22.702702700,5000,5495.868221066676,South,Fully Paid,Good Loan,Low,2023-10
LN-1391,2023-10-13 17:10:37.837837836,15000,12604.270892710261,East,Fully Paid,Good Loan,Medium,2023-10
LN-1392,2023-10-14 10:42:52.972972972,35000,35240.636045035775,Central,Fully Paid,Good Loan,High,2023-10
LN-1393,2023-10-15 04:15:08.108108108,25000,21519.309136092423,Central,Fully Paid,Good Loan,High,2023-10
LN-1394,2023-10-15 21:47:23.243243244,10000,8919.502481215635,Central,Fully Paid,Good Loan,Low,2023-10
LN-1395,2023-10-16 15:19:38.378378376,10000,9510.02185287348,West,Charged Off,Bad Loan,Low,2023-10
LN-1396,2023-10-17 08:51:53.513513512,15000,15742.062685118035,North,Fully Paid,Good Loan,Medium,2023-10
LN-1397,2023-10-18 02:24:08.648648648,10000,10936.333876797182,Central,Fully Paid,Good Loan,Low,2023-10
LN-1398,2023-10-18 19:56:23.783783784,5000,5036.546827729037,South,Fully Paid,Good Loan,Low,2023-10
LN-1399,2023-10-19 13:28:38.918918916,25000,21677.667821673338,Central,Current,Good Loan,High,2023-10
LN-1400,2023-10-20 07:00:54.054054052,20000,17370.85601821656,West,Charged Off,Bad Loan,Medium,2023-10
LN-1401,2023-10-21 00:33:09.189189188,10000,9950.329206355565,South,Charged Off,Bad Loan,Low,2023-10
LN-1402,2023-10-21 18:05:24.324324324,5000,3977.5542915366045,West,Charged Off,Bad Loan,Low,2023-10
LN-1403,2023-10-22 11:37:39.459459460,20000,14883.792905051156,South,Fully Paid,Good Loan,Medium,2023-10
LN-1404,2023-10-23 05:09:54.594594592,25000,21046.221576407763,East,Current,Good Loan,High,2023-10
LN-1405,2023-10-23 22:42:09.729729728,20000,16297.911933232654,North,Current,Good Loan,Medium,2023-10
LN-1406,2023-10-24 16:14:24.864864864,5000,4092.61624091198,North,Fully Paid,Good Loan,Low,2023-10
LN-1407,2023-10-25 09:46:40.000000000,35000,27770.50851469874,West,Charged Off,Bad Loan,High,2023-10
LN-1408,2023-10-26 03:18:55.135135136,35000,25089.304654909065,North,Fully Paid,Good Loan,High,2023-10
LN-1409,2023-10-26 20:51:10.270270268,20000,14142.99147786731,West,Current,Good Loan,Medium,2023-10
LN-1410,2023-10-27 14:23:25.405405404,15000,16426.33433841619,West,Fully Paid,Good Loan,Medium,2023-10
LN-1411,2023-10-28 07:55:40.540540540,20000,17422.1850698869,West,Fully Paid,Good Loan,Medium,2023-10
LN-1412,2023-10-29 01:27:55.675675676,10000,8537.306588638727,North,Current,Good Loan,Low,2023-10
LN-1413,2023-10-29 19:00:10.810810808,10000,9718.58913077228,West,Fully Paid,Good Loan,Low,2023-10
LN-1414,2023-10-30 12:32:25.945945944,35000,27555.554430110897,North,Fully Paid,Good Loan,High,2023-10
LN-1415,2023-10-31 06:04:41.081081080,15000,16199.767103701355,West,Fully Paid,Good Loan,Medium,2023-10
LN-1416,2023-10-31 23:36:56.216216216,5000,5072.6900288311035,Central,Current,Good Loan,Low,2023-10
LN-1417,2023-11-01 17:09:11.351351352,10000,7357.644009249038,West,Fully Paid,Good Loan,Low,2023-11
LN-1418,2023-11-02 10:41:26.486486484,35000,30346.130860988997,South,Fully Paid,Good Loan,High,2023-11
LN-1419,2023-11-03 04:13:41.621621620,25000,26291.183075621648,West,Charged Off,Bad Loan,High,2023-11
LN-1420,2023-11-03 21:45:56.756756756,35000,37726.24831207975,East,Current,Good Loan,High,2023-11
LN-1421,2023-11-04 15:18:11.891891892,10000,8869.606044999478,West,Fully Paid,Good Loan,Low,2023-11
LN-1422,2023-11-05 08:50:27.027027028,10000,9453.645556842832,South,Current,Good Loan,Low,2023-11
LN-1423,2023-11-06 02:22:42.162162160,35000,26838.475245289053,South,Current,Good Loan,High,2023-11
LN-1424,2023-11-06 19:54:57.297297296,5000,5482.337252273954,North,Charged Off,Bad Loan,Low,2023-11
LN-1425,2023-11-07 13:27:12.432432432,20000,15853.373611067547,Central,Fully Paid,Good Loan,Medium,2023-11
LN-1426,2023-11-08 06:59:27.567567568,10000,10770.927096540503,West,Fully Paid,Good Loan,Low,2023-11
LN-1427,2023-11-09 00:31:42.702702700,35000,33595.05308589316,North,Fully Paid,Good Loan,High,2023-11
LN-1428,2023-11-09 18:03:57.837837836,35000,33008.31512830403,Central,Fully Paid,Good Loan,High,2023-11
LN-1429,2023-11-10 11:36:12.972972972,15000,13576.131066099051,West,Fully Paid,Good Loan,Medium,2023-11
LN-1430,2023-11-11 05:08:28.108108108,20000,15845.35849374207,East,Fully Paid,Good Loan,Medium,2023-11
LN-1431,2023-11-11 22:40:43.243243244,25000,19265.28032005508,West,Fully Paid,Good Loan,High,2023-11
LN-1432,2023-11-12 16:12:58.378378376,5000,3940.9724181403503,South,Fully Paid,Good Loan,Low,2023-11
LN-1433,2023-11-13 09:45:13.513513512,25000,19364.382621442543,South,Fully Paid,Good Loan,High,2023-11
LN-1434,2023-11-14 03:17:28.648648648,20000,20236.675788534027,East,Charged Off,Bad Loan,Medium,2023-11
LN-1435,2023-11-14 20:49:43.783783784,20000,16801.002073333842,North,Fully Paid,Good Loan,Medium,2023-11
LN-1436,2023-11-15 14:21:58.918918916,20000,14462.74141250717,Central,Fully Paid,Good Loan,Medium,2023-11
LN-1437,2023-11-16 07:54:14.054054052,25000,27191.026301408117,West,Current,Good Loan,High,2023-11
LN-1438,2023-11-17 01:26:29.189189188,20000,21070.287079707407,South,Fully Paid,Good Loan,Medium,2023-11
LN-1439,2023-11-17 18:58:44.324324324,35000,37488.53196473299,North,Current,Good Loan,High,2023-11
LN-1440,2023-11-18 12:30:59.459459460,25000,27449.078226464353,East,Current,Good Loan,High,2023-11
LN-1441,2023-11-19 06:03:14.594594592,20000,15391.161993755897,South,Fully Paid,Good Loan,Medium,2023-11
LN-1442,2023-11-19 23:35:29.729729728,35000,30047.388264637222,East,Current,Good Loan,High,2023-11
LN-1443,2023-11-20 17:07:44.864864864,15000,15049.430854224549,West,Fully Paid,Good Loan,Medium,2023-11
LN-1444,2023-11-21 10:40:00.000000000,20000,19568.16494443034,Central,Fully Paid,Good Loan,Medium,2023-11
LN-1445,2023-11-22 04:12:15.135135136,25000,19038.95906339855,South,Fully Paid,Good Loan,High,2023-11
LN-1446,2023-11-22 21:44:30.270270268,10000,10263.332499962473,South,Fully Paid,Good Loan,Low,2023-11
LN-1447,2023-11-23 15:16:45.405405404,20000,15795.524574693285,West,Charged Off,Bad Loan,Medium,2023-11
LN-1448,2023-11-24 08:49:00.540540540,10000,7895.270459290492,North,Fully Paid,Good Loan,Low,2023-11
LN-1449,2023-11-25 02:21:15.675675676,35000,32017.64192050779,Central,Fully Paid,Good Loan,High,2023-11
LN-1450,2023-11-25 19:53:30.810810808,15000,14057.639609050218,South,Fully Paid,Good Loan,Medium,2023-11
LN-1451,2023-11-26 13:25:45.945945944,5000,4660.172415675623,Central,Fully Paid,Good Loan,Low,2023-11
LN-1452,2023-11-27 06:58:01.081081080,15000,11048.92102438653,South,Fully Paid,Good Loan,Medium,2023-11
LN-1453,2023-11-28 00:30:16.216216216,20000,21019.686901043046,Central,Fully Paid,Good Loan,Medium,2023-11
LN-1454,2023-11-28 18:02:31.351351352,10000,8062.400170354825,East,Current,Good Loan,Low,2023-11
LN-1455,2023-11-29 11:34:46.486486484,10000,7518.059685131217,South,Fully Paid,Good Loan,Low,2023-11
LN-1456,2023-11-30 05:07:01.621621620,25000,26387.480798689772,Central,Fully Paid,Good Loan,High,2023-11
LN-1457,2023-11-30 22:39:16.756756756,10000,10822.605992919014,North,Fully Paid,Good Loan,Low,2023-11
LN-1458,2023-12-01 16:11:31.891891892,25000,26121.276172654507,East,Fully Paid,Good Loan,High,2023-12
LN-1459,2023-12-02 09:43:47.027027024,35000,35833.22504614829,East,Charged Off,Bad Loan,High,2023-12
LN-1460,2023-12-03 03:16:02.162162160,5000,4810.483961278043,North,Fully Paid,Good Loan,Low,2023-12
LN-1461,2023-12-03 20:48:17.297297296,20000,18406.858964873118,Central,Fully Paid,Good Loan,Medium,2023-12
LN-1462,2023-12-04 14:20:32.432432432,25000,18369.867599114103,West,Fully Paid,Good Loan,High,2023-12
LN-1463,2023-12-05 07:52:47.567567568,5000,4316.906426141398,North,Current,Good Loan,Low,2023-12
LN-1464,2023-12-06 01:25:02.702702700,10000,8490.754068049255,Central,Fully Paid,Good Loan,Low,2023-12
LN-1465,2023-12-06 18:57:17.837837836,10000,8039.015135041305,North,Fully Paid,Good Loan,Low,2023-12
LN-1466,2023-12-07 12:29:32.972972972,5000,4946.840227377171,North,Current,Good Loan,Low,2023-12
LN-1467,2023-12-08 06:01:48.108108108,10000,8983.502940315084,South,Fully Paid,Good Loan,Low,2023-12
LN-1468,2023-12-08 23:34:03.243243244,35000,25634.64702270707,Central,Charged Off,Bad Loan,High,2023-12
LN-1469,2023-12-09 17:06:18.378378376,35000,27582.56482729736,West,Current,Good Loan,High,2023-12
LN-1470,2023-12-10 10:38:33.513513512,5000,4866.517527319192,South,Fully Paid,Good Loan,Low,2023-12
LN-1471,2023-12-11 04:10:48.648648648,25000,18261.308594903,North,Fully Paid,Good Loan,High,2023-12
LN-1472,2023-12-11 21:43:03.783783784,25000,26012.069140487685,North,Fully Paid,Good Loan,High,2023-12
LN-1473,2023-12-12 15:15:18.918918916,5000,4490.2930540279485,North,Fully Paid,Good Loan,Low,2023-12
LN-1474,2023-12-13 08:47:34.054054052,25000,22305.86577326648,Central,Charged Off,Bad Loan,High,2023-12
LN-1475,2023-12-14 02:19:49.189189188,25000,23424.077846595177,Central,Fully Paid,Good Loan,High,2023-12
LN-1476,2023-12-14 19:52:04.324324324,35000,36045.533522952086,South,Fully Paid,Good Loan,High,2023-12
LN-1477,2023-12-15 13:24:19.459459460,25000,20978.09207902193,West,Current,Good Loan,High,2023-12
LN-1478,2023-12-16 06:56:34.594594592,15000,14568.096915354383,South,Fully Paid,Good Loan,Medium,2023-12
LN-1479,2023-12-17 00:28:49.729729728,20000,18525.85571196633,East,Fully Paid,Good Loan,Medium,2023-12
LN-1480,2023-12-17 18:01:04.864864864,10000,8068.1130806776855,North,Fully Paid,Good Loan,Low,2023-12
LN-1481,2023-12-18 11:33:20.000000000,15000,15771.77991813095,North,Fully Paid,Good Loan,Medium,2023-12
LN-1482,2023-12-19 05:05:35.135135136,25000,25474.260216069284,North,Current,Good Loan,High,2023-12
LN-1483,2023-12-19 22:37:50.270270268,35000,33718.325685217955,South,Fully Paid,Good Loan,High,2023-12
LN-1484,2023-12-20 16:10:05.405405404,5000,5201.163458188485,South,Fully Paid,Good Loan,Low,2023-12
LN-1485,2023-12-21 09:42:20.540540540,25000,26172.942009598028,North,Fully Paid,Good Loan,High,2023-12
LN-1486,2023-12-22 03:14:35.675675676,35000,34417.08167401049,South,Fully Paid,Good Loan,High,2023-12
LN-1487,2023-12-22 20:46:50.810810808,20000,20696.106626909375,Central,Fully Paid,Good Loan,Medium,2023-12
LN-1488,2023-12-23 14:19:05.945945944,25000,24474.71461669284,Central,Fully Paid,Good Loan,High,2023-12
LN-1489,2023-12-24 07:51:21.081081080,5000,4860.281543520601,South,Fully Paid,Good Loan,Low,2023-12
LN-1490,2023-12-25 01:23:36.216216216,35000,33160.55929501258,North,Charged Off,Bad Loan,High,2023-12
LN-1491,2023-12-25 18:55:51.351351352,35000,35038.032953806985,South,Fully Paid,Good Loan,High,2023-12
